NCTETID	SCHOOLYEAR_SP	SPRINGTQ_11	SPRINGTQ_12	SPRINGTQ_13	SURVEY_GRADE	NMO01	NMO02_2011	NMO02_2012	NMO02_2013	NMO03_2011	NMO03_2012	NMO03_2013	NMO04_2011	NMO04_2012	NMO04_2013	NMO05_2011	NMO05_2012	NMO05_2013	NMO06_2011	NMO06_2012	NMO06_2013	NMO07_2011	NMO07_2012	NMO07_2013	NMO08_2011	NMO08_2012	NMO08_2013	NMO09_2011	NMO09_2012	NMO09_2013	NMO10_2011	NMO10_2012	NMO10_2013	NMO11_2011	NMO11_2012	NMO11_2013	NMO12_2011	NMO12_2012	NMO12_2013	NMO13_2011	NMO13_2012	NMO13_2013	NMO14_2011	NMO14_2012	NMO14_2013	NMO15_2011	NMO15_2012	NMO15_2013	NMO16_2011	NMO16_2012	NMO16_2013	ALG01_2011	ALG01_2012	ALG01_2013	ALG02_2011	ALG02_2012	ALG02_2013	ALG03_2011	ALG03_2012	ALG03_2013	ALG04_2011	ALG04_2012	ALG04_2013	ALG05_2011	ALG05_2012	ALG05_2013	ALG06_2011	ALG06_2012	ALG06_2013	ALG07	ALG08_2011	ALG08_2012	ALG08_2013	ALG09	GEO01	GEO02	GEO03	GEO04	GEO05	GEO06	GEO07	GEO08	SOL01	SOL02	SOL03	SOL04	SOL05	STL01_SP	STL02_SP	STL03_SP	STL04_SP	STL05_SP	STL06_SP	STL07_SP	SCC01_SP	SCC02_SP	SCC03_SP	SCC04_SP	SCC05_SP	SCC06_SP	SCC07_SP	SCC08_SP	G4KS_Q1A_11	G4KS_Q1B_11	G4KS_Q1C_11	G4KS_Q2A_11	G4KS_Q2B_11	G4KS_Q2C_11	G4KS_Q3A_11	G4KS_Q3B_11	G4KS_Q3C_11	G4KS_Q4A_11	G4KS_Q4B_11	G4KS_Q4C_11	G4KS_Q5A_11	G4KS_Q5B_11	G4KS_Q5C_11	G4KS_Q6A_11	G4KS_Q6B_11	G4KS_Q6C_11	G4KS_Q7A_11	G4KS_Q7B_11	G4KS_Q7C_11	G4KS_Q8A_11	G4KS_Q8B_11	G4KS_Q8C_11	G4KS_Q9A_11	G4KS_Q9B_11	G4KS_Q9C_11	G4KS_Q10A_11	G4KS_Q10B_11	G4KS_Q10C_11	G4KS_Q11A_11	G4KS_Q11B_11	G4KS_Q11C_11	G4KS_Q12A_11	G4KS_Q12B_11	G4KS_Q12C_11	G4KS_Q13A_11	G4KS_Q13B_11	G4KS_Q13C_11	G4KS_Q14A_11	G4KS_Q14B_11	G4KS_Q14C_11	G5KS_Q1A_11	G5KS_Q1B_11	G5KS_Q1C_11	G5KS_Q2A_11	G5KS_Q2B_11	G5KS_Q2C_11	G5KS_Q3A_11	G5KS_Q3B_11	G5KS_Q3C_11	G5KS_Q4A_11	G5KS_Q4B_11	G5KS_Q4C_11	G5KS_Q5A_11	G5KS_Q5B_11	G5KS_Q5C_11	G5KS_Q6A_11	G5KS_Q6B_11	G5KS_Q6C_11	G5KS_Q7A_11	G5KS_Q7B_11	G5KS_Q7C_11	G5KS_Q8A_11	G5KS_Q8B_11	G5KS_Q8C_11	G5KS_Q9A_11	G5KS_Q9B_11	G5KS_Q9C_11	G5KS_Q10A_11	G5KS_Q10B_11	G5KS_Q10C_11	G5KS_Q11A_11	G5KS_Q11B_11	G5KS_Q11C_11	G5KS_Q12A_11	G5KS_Q12B_11	G5KS_Q12C_11	G5KS_Q13A_11	G5KS_Q13B_11	G5KS_Q13C_11	G5KS_Q14A_11	G5KS_Q14B_11	G5KS_Q14C_11	G5KS_Q15A_11	G5KS_Q15B_11	G5KS_Q15C_11	G4KS_Q1A_12	G4KS_Q1B_12	G4KS_Q1C_12	G4KS_Q2A_12	G4KS_Q2B_12	G4KS_Q2C_12	G4KS_Q3A_12	G4KS_Q3B_12	G4KS_Q3C_12	G4KS_Q4A_12	G4KS_Q4B_12	G4KS_Q4C_12	G4KS_Q5A_12	G4KS_Q5B_12	G4KS_Q5C_12	G4KS_Q6A_12	G4KS_Q6B_12	G4KS_Q6C_12	G4KS_Q7A_12	G4KS_Q7B_12	G4KS_Q7C_12	G4KS_Q8A_12	G4KS_Q8B_12	G4KS_Q8C_12	G5KS_Q1A_12	G5KS_Q1B_12	G5KS_Q1C_12	G5KS_Q2A_12	G5KS_Q2B_12	G5KS_Q2C_12	G5KS_Q3A_12	G5KS_Q3B_12	G5KS_Q3C_12	G5KS_Q4A_12	G5KS_Q4B_12	G5KS_Q4C_12	G5KS_Q5A_12	G5KS_Q5B_12	G5KS_Q5C_12	G5KS_Q6A_12	G5KS_Q6B_12	G5KS_Q6C_12	G5KS_Q7A_12	G5KS_Q7B_12	G5KS_Q7C_12	G5KS_Q8A_12	G5KS_Q8B_12	G5KS_Q8C_12	G4KS_Q1A_13	G4KS_Q1B_13	G4KS_Q2A_13	G4KS_Q2B_13	G4KS_Q3A_13	G4KS_Q3B_13	G4KS_Q4A_13	G4KS_Q4B_13	G4KS_Q5A_13	G4KS_Q5B_13	G4KS_Q6A_13	G4KS_Q6B_13	G4KS_Q7A_13	G4KS_Q7B_13	G4KS_Q8A_13	G4KS_Q8B_13	G4KS_Q9A_13	G4KS_Q9B_13	G4KS_Q10A_13	G4KS_Q10B_13	G4KS_Q11A_13	G4KS_Q11B_13	G4KS_Q12A_13	G4KS_Q12B_13	G4KS_Q13A_13	G4KS_Q13B_13	G4KS_Q14A_13	G4KS_Q14B_13	G4KS_Q15A_13	G4KS_Q15B_13	G4KS_Q16A_13	G4KS_Q16B_13	G5KS_Q1A_13	G5KS_Q1B_13	G5KS_Q2A_13	G5KS_Q2B_13	G5KS_Q3A_13	G5KS_Q3B_13	G5KS_Q4A_13	G5KS_Q4B_13	G5KS_Q5A_13	G5KS_Q5B_13	G5KS_Q6A_13	G5KS_Q6B_13	G5KS_Q7A_13	G5KS_Q7B_13	G5KS_Q8A_13	G5KS_Q8B_13	G5KS_Q9A_13	G5KS_Q9B_13	G5KS_Q10A_13	G5KS_Q10B_13	G5KS_Q11A_13	G5KS_Q11B_13	G5KS_Q12A_13	G5KS_Q12B_13	G5KS_Q13A_13	G5KS_Q13B_13	G5KS_Q14A_13	G5KS_Q14B_13	G5KS_Q15A_13	G5KS_Q15B_13	G5KS_Q16A_13	G5KS_Q16B_13	G5KS_Q17A_13	G5KS_Q17B_13	ACCURACY	KOSM	ACCURACY_YR	KOSM_YR
14065	2011	1	0	0	5	1	1	999	999	1	999	999	1	999	999	1	999	999	0	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	0	999	999	1	999	999	1	999	999	1	0	999	999	1	999	999	999	999	999	999	999	999	3	2	1	2	2	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	75	2	4	90	3	4	70	3	2	50	1	4	75	1	4	90	1	4	100	2	4	60	2	3	60	2	4	75	1	4	25	1	2	85	4	3	70	2	4	80	3	4	75	4	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	.011884670705	-.294775366783	.008646624163	-.254955708981
14066	2011	1	0	0	5	1	1	999	999	1	999	999	1	999	999	0	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	0	999	999	1	0	999	999	1	999	999	999	999	999	999	999	999	5	1	2	2	2	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	85	3	4	90	2	4	85	2	4	90	3	4	100	1	4	99	1	4	100	3	4	75	3	4	85	1	4	100	1	4	80	2	3	100	3	4	100	3	4	100	4	4	90	3	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-.962435305119	-.129237189889	-1.154490590096	-.109925627708
14067	2011	1	0	0	4	1	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	0	999	999	0	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	1	999	999	1	999	999	999	999	999	999	999	999	3	1	2	2	2	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	50	2	4	75	2	4	25	2	2	95	2	4	25	1	2	50	1	3	95	1	3	75	2	4	75	2	4	75	3	3	75	3	4	50	3	3	75	2	4	50	4	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-.110335446894	.587382137775	-.099044017494	.562053918839
14068	2011	1	0	0	4	1	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	0	999	999	0	999	999	1	999	999	1	999	999	0	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	1	999	999	1	999	999	999	999	999	999	999	999	1	1	4	1	2	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	100	1	4	70	1	4	25	3	3	80	1	4	10	1	3	70	3	4	90	1	4	50	3	3	70	2	3	25	3	3	25	3	3	40	2	2	10	3	2	10	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	.313349634409	-.013118970208	.326588064432	-.012870022096
14069	2011	1	0	0	5	1	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	0	999	999	1	999	999	1	999	999	1	1	999	999	1	999	999	999	999	999	999	999	999	2	1	1	1	3	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	88	2	4	90	2	4	75	3	3	60	1	3	88	1	4	75	2	3	98	1	4	50	2	3	60	2	4	98	3	4	65	2	4	80	3	4	80	4	4	80	4	4	75	3	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	.290135204792	-.020049123093	.340820401907	-.016953879967
14070	2011	1	1	0	4	1	1	999	999	1	999	999	1	999	999	0	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	0	999	999	0	999	999	0	999	999	0	999	999	1	999	999	1	999	999	1	999	999	0	999	999	1	999	999	1	999	999	1	1	999	999	1	999	999	999	999	999	999	999	999	1	1	2	1	1	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	23	2	3	59	1	3	23	2	3	100	3	4	23	3	1	59	1	4	59	1	3	59	3	2	23	1	1	13	3	 	41	 	3	23	4	4	23	3	3	23	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	.213158145547	-.324642032385	.150759100914	-.273248702288
14070	2012	1	1	0	4	999	999	5	998	999	3	998	999	5	998	999	5	998	999	3	998	999	5	998	999	5	998	999	3	998	999	5	998	999	5	998	999	3	998	999	1	998	999	1	998	999	3	998	999	3	998	999	5	998	999	4	998	999	3	998	999	1	998	999	4	998	999	5	998	999	999	5	998	999	4	4	1	1	1	4	1	5	999	999	999	999	999	5	5	5	5	5	5	5	5	2	4	5	1	5	2	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	75	75	A	95	95	B	35	35	A	50	75	44	25	50	6	95	95	C	5	25	A	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	.213158145547	-.324642032385	.203556418419	-3.1E-11
14071	2011	1	0	0	5	1	1	999	999	0	999	999	1	999	999	0	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	0	999	999	1	999	999	999	999	999	999	999	999	2	1	2	2	3	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	80	2	4	95	2	4	95	3	4	65	1	3	75	1	4	50	1	4	90	2	4	25	2	3	50	2	3	90	3	4	50	1	3	75	3	4	75	4	4	75	4	4	50	4	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-.065345235169	.765441060066	-.083549961448	.675877690315
14072	2011	1	0	0	4	1	1	999	999	1	999	999	1	999	999	0	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	0	999	999	1	999	999	0	999	999	0	999	999	0	999	999	0	999	999	1	999	999	0	999	999	0	999	999	0	999	999	1	999	999	1	999	999	1	0	999	999	1	999	999	999	999	999	999	999	999	2	1	2	1	2	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	75	2	4	100	2	4	0	2	1	100	1	4	0	1	1	50	1	2	50	1	1	50	3	1	50	2	1	10	3	1	50	1	2	25	2	2	10	2	1	10	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	.111538276076	-.001103133895	.12384929508	-.001599469455
14073	2011	1	1	0	4	1	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	0	999	999	0	999	999	1	999	999	0	999	999	1	999	999	1	999	999	1	999	999	0	999	999	1	999	999	1	999	999	1	0	999	999	1	999	999	999	999	999	999	999	999	1	1	1	1	3	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	80	2	4	90	2	3	60	2	2	100	2	3	30	1	1	80	1	2	90	3	2	85	3	4	80	2	2	70	3	2	95	1	3	80	3	3	85	3	2	75	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-.45242613554	-.486534059048	-.140491351485	-.007794785779
14073	2012	1	1	0	4	999	999	5	998	999	2	998	999	5	998	999	3	998	999	3	998	999	3	998	999	5	998	999	3	998	999	3	998	999	3	998	999	2	998	999	1	998	999	1	998	999	3	998	999	3	998	999	2	998	999	2	998	999	4	998	999	3	998	999	3	998	999	3	998	999	999	2	998	999	2	2	1	1	1	3	1	2	999	999	999	999	999	4	3	3	3	3	4	4	4	4	4	5	4	4	5	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	70	70	B	95	90	D	90	90	B	80	85	A	95	90	45	70	75	6	90	85	C	75	75	A	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-.45242613554	-.486534059048	-.714961528778	-2.55E-10
14074	2011	1	1	1	4	1	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	0	999	999	0	999	999	1	999	999	0	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	1	999	999	1	999	999	999	999	999	999	999	999	5	1	1	1	3	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	95	2	4	100	1	4	80	 	2	100	3	4	80	1	3	95	1	4	100	1	3	90	3	4	95	2	4	50	3	2	90	2	4	80	3	3	80	2	3	20	4	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	.066727526486	-.304529041052	.210977837443	-.234299972653
14074	2012	1	1	1	4	999	999	5	998	999	3	998	999	5	998	999	4	998	999	4	998	999	4	998	999	4	998	999	5	998	999	5	998	999	5	998	999	5	998	999	3	998	999	3	998	999	5	998	999	4	998	999	3	998	999	3	998	999	2	998	999	2	998	999	3	998	999	3	998	999	999	2	998	999	3	3	2	2	2	3	1	2	999	999	999	999	999	4	4	4	4	3	3	4	4	4	4	4	2	4	4	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	40	20	B	100	80	A	100	80	B	75	50	A	40	20	48	50	20	24	90	50	A	90	40	A	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	.066727526486	-.304529041052	.336508005857	-4.1E-11
14074	2013	1	1	1	4	999	999	998	5	999	998	4	999	998	5	999	998	5	999	998	5	999	998	5	999	998	5	999	998	5	999	998	5	999	998	5	999	998	5	999	998	3	999	998	3	999	998	5	999	998	5	999	998	4	999	998	2	999	998	3	999	998	2	999	998	3	999	998	3	999	999	998	1	999	5	5	3	3	3	3	1	3	999	999	999	999	999	5	5	5	5	4	4	5	5	4	5	5	2	5	5	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	90	50	100	80	100	80	100	80	95	75	95	70	100	80	90	70	80	40	80	40	95	75	95	85	100	80	95	70	95	75	90	70	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	.066727526486	-.304529041052	-.33420214057	 
14075	2011	1	1	0	5	1	1	999	999	0	999	999	1	999	999	0	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	0	999	999	0	999	999	1	999	999	0	999	999	1	1	999	999	1	999	999	999	999	999	999	999	999	4	1	2	2	2	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	85	3	3	85	2	4	75	2	4	75	1	1	75	1	3	75	3	4	80	2	4	50	2	3	65	2	3	70	1	2	65	1	1	80	3	2	10	3	2	10	4	2	20	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	.190474778414	.314826697111	.192392528057	.073080100119
14075	2012	1	1	0	5	999	999	4	998	999	1	998	999	1	998	999	1	998	999	2	998	999	3	998	999	5	998	999	3	998	999	2	998	999	4	998	999	2	998	999	4	998	999	4	998	999	4	998	999	3	998	999	1	998	999	1	998	999	1	998	999	1	998	999	2	998	999	2	998	999	999	1	998	999	1	1	3	2	4	2	3	1	999	999	999	999	999	5	4	3	4	3	4	4	4	3	2	3	1	4	4	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	90	90	B	90	95	A	80	85	B	75	85	C	10	50	C	45	70	A	75	85	B	70	85	434	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	.190474778414	.314826697111	.099006004632	.329310536385
